,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
1566,464816196,59.5,Ted Baker London Woven Silk Bow Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/e0/ca/e0caa5108ea7248d4bdbaa5e731b7394_best.jpg,"Handsome gingham checks mark a multihued bow tie cut from pure silk. <ul> <li>2 1/2"" bow height.</li> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1568,456801187,95.0,John Varvatos Star USA Woven Silk Tie,1385,John Varvatos,http://bim.shopstyle.com/pim/64/81/6481a5d84953585ad4f61c0ce63a23df_best.jpg,"A tight medallion grid defines a slim tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By John Varvatos Star USA; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1569,459601067,115.0,David Donahue Woven Silk Tie,1041,David Donahue,http://bim.shopstyle.com/pim/e8/8c/e88c0142233efab63906041fb9a7c73b_best.jpg,"A rich texture defines a versatile tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By David Donahue; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1570,462836637,155.0,Etro Woven Silk Tie,1146,Etro,http://bim.shopstyle.com/pim/fc/5d/fc5d3ab77dc9db589dce4684d4b3dbd0_best.jpg,"Stripes and small-scale paisley pattern a pure silk tie woven in Italy. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Etro; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,_paisley,_silk,False
1572,465636192,199.0,Gitman Cummerbund & Bow Tie,0,,http://bim.shopstyle.com/pim/f2/24/f224e3e5d84ca707aef2c49bb3017447_best.jpg,"A textured finish subtly refines a pleated cummerbund and matching bow tie cut from pure silk. <ul> <li>Self tie.</li> <li>2 1/4"" bow tie width; 5"" cummerbund width.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Gitman; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1573,457162682,155.0,Yves Saint Laurent Beauty Yves Saint Laurent Woven Silk Tie,2263,Yves Saint Laurent,http://bim.shopstyle.com/pim/ea/c0/eac0414783f3b02a357030bb0d9e30b2_best.jpg,"Contrast detail at the tip and a dot-grid pattern updates a smart French tie cut from pure silk. <ul> <li>2 3/4"" width; 60"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Yves Saint Laurent; made in France.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1574,457162693,155.0,Yves Saint Laurent Beauty Yves Saint Laurent Woven Silk Tie,2263,Yves Saint Laurent,http://bim.shopstyle.com/pim/5f/3d/5f3d902884e6ee36e44cecbb81f52638_best.jpg,"An embroidered logo brands a rich silk tie crafted in France. <ul> <li>2 3/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Yves Saint Laurent; made in France.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1575,459272495,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/79/2d/792dc0a4e298f703470e3799f31ef86c_best.jpg,"Classic stripes are cast in handsome hues on a rich silk tie made in America. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1576,460359107,125.0,Eton Woven Silk Tie,5382,Eton,http://bim.shopstyle.com/pim/f3/3f/f33f632dfd31d0308ecff351684162aa_best.jpg,"Geometric embroidery lends refined texture to an elegant, Italian-crafted silk tie. <ul> <li>100% silk.</li> <li>Dry clean.</li> <li>By Eton; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1577,461123381,205.0,Ermenegildo Zegna Woven Silk Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/f4/c7/f4c7987ba4a2413717da7aef9e12da9a_best.jpg,Intricate medallions and tonal paisley stamp a rich tie cut from pure silk. <ul> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ermenegildo Zegna; made in Italy.</li> <li>Men's Furnishings.</li> </ul>,Nordstrom,_paisley,_silk,False
1578,461648823,95.0,BOSS HUGO BOSS Woven Silk Blend Tie,267,HUGO BOSS,http://bim.shopstyle.com/pim/e4/22/e42256ba0492f3a915aa69a88e08cbc0_best.jpg,"A sharp dot grid defines a versatile Italian tie crafted from a fine silk blend. <ul> <li>3"" width; 58"" length.</li> <li>79% silk, 21% viscose.</li> <li>Dry clean.</li> <li>By Hugo Boss; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1579,463458785,85.0,Vineyard Vines 'Fish Scales' Woven Silk Tie,2211,Vineyard Vines,http://bim.shopstyle.com/pim/d5/df/d5df0fd20b2970838aeb8d6ecad6fb0d_best.jpg,"If you're a fisherman at heart, you'll love the clever pattern on this fun novelty tie cut from pure silk. <ul> <li>3 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Vineyard Vines; made in the USA of imported materials.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1580,450893465,49.5,Calibrate Woven Silk Tie,0,,http://bim.shopstyle.com/pim/dc/1b/dc1bd3fa5a12befaaa14118f7d278f4e_best.jpg,"A distinctive texture marks a lustrous tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Calibrate; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1581,461123420,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/6f/b5/6fb5883b605e566b9a9698e4151e062b_best.jpg,"Richly colored paisley defines a bold tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1582,461717990,190.0,Salvatore Ferragamo Gancini Woven Silk Tie,1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/65/39/653944d07996f2a005849b5fded3d736_best.jpg,"Signature Gancinis interlock on a dashing silk tie crafted in Italy. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Salvatore Ferragamo; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1583,464065452,98.0,Bonobos Woven Silk Tie,15791,Bonobos,http://bim.shopstyle.com/pim/af/92/af92a855b92e01de200da62776c608a4_best.jpg,"A tight geometric motif marks a handsome tie cut from pure silk. <ul> <li>3"" width; 56"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Bonobos; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1584,464450431,95.0,Ted Baker London Woven Silk Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/62/0a/620a3f89a99d1ec1356863050497cb54_best.jpg,"Handsome paisley defines a rich tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1585,465396670,230.0,Brioni Woven Silk Tie,859,Brioni,http://bim.shopstyle.com/pim/4b/e8/4be8dd5680fd36f7a831d4196d8a4601_best.jpg,"A tight dot grid marks a versatile tie cut from pure silk. <ul> <li>3"" width; 59 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Brioni; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1588,464450435,95.0,Ted Baker London Woven Silk Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/50/d8/50d83e7c71bbb5375a37fc35b71ccaa7_best.jpg,"Richly colored checks define an eye-catching tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1589,338063713,49.5,Michael Kors Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/bd/23/bd230a56dfd2b7c8afcd4df8b3fd6606_best.jpg,"Smooth color refines a handsome tie woven from pure silk. <ul> <li>Regular: approx. width: 3 1/4""; length: 58 1/2"".</li> <li>X-Long: approx. width: 3 1/4""; length: 64"".</li> <li>100% silk; dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1590,382586752,49.5,Calibrate Woven Silk Tie,0,,http://bim.shopstyle.com/pim/08/a6/08a68ebdc3b38ee529564f67a095bc10_best.jpg,"A slim, handsome tie is crafted from pure silk. <ul> <li>Approx. width: 2 1/2""; length 58"".</li> <li>Silk; dry clean.</li> <li>Men's Furnishings.</li> <li>By Calibrate; imported.</li> </ul>",Nordstrom,unknown,_silk,False
1591,436180049,95.0,BOSS HUGO BOSS Woven Silk Tie,267,HUGO BOSS,http://bim.shopstyle.com/pim/8a/4d/8a4d27d0d11b128a2699666be1a01d12_best.jpg,"A sharp texture marks a sleek tie cut from pure silk. <ul> <li>3"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Hugo Boss; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1593,457517622,39.5,Michael Kors Silk Bow Tie,391,Michael Kors,http://bim.shopstyle.com/pim/c2/7d/c27d1b1da2c125170dd830608fcda336_best.jpg,"Classic plaid defines a royally hued bow tie cut from pure silk. <ul> <li>1 3/4"" bow height.</li> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_plaid,_silk,False
1594,464066506,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/1a/de/1ade3f7fb288cb56da3c484dc6d00dcf_best.jpg,"Vibrant medallions mark a rich tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1595,464450446,49.5,Calibrate Woven Silk Tie,0,,http://bim.shopstyle.com/pim/6c/81/6c8148754f8f0098b6735e2894cbcb80_best.jpg,"Tonal paisley adds a subtle sheen to a handsome tie crafted from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Calibrate; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1596,464668509,49.5,Michael Kors 'Dot Dot Dash' Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/70/1b/701b98d29c8f794fdead1c8d4a140e35_best.jpg,"A handsome texture marks a versatile tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1597,464668530,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/5f/6a/5f6a40922a39cd25ad5967c9b767a0be_best.jpg,"Distinct dots and vivid color combos update a sharp American tie woven in pure silk. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1598,465301699,59.5,Ted Baker London Silk Bow Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/29/37/293768b32969231cf3e1379fb8f1ce2c_best.jpg,Bold stripes pattern a modern bow tie cut from pure silk. <ul> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>,Nordstrom,_striped,_silk,False
1599,435338024,49.5,Calibrate Woven Silk Tie,0,,http://bim.shopstyle.com/pim/de/3c/de3c066be6e658bafcca3019f0bca50a_best.jpg,"A lush texture coats a sharp tie cut from pure silk. <ul> <li>3"" width; 58"" regular length; 64"" x-long length.</li> <li>Silk; dry clean.</li> <li>By Calibrate; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1600,457288461,95.0,Ted Baker London Woven Silk Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/ed/29/ed29984f261b4b916db51603b4f92bdd_best.jpg,"Refined floral embroidery colors a breezy, lustrous silk tie. <ul> <li>3 1/2"" width; 60"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1602,464067352,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/92/27/9227dcffa2f172ec6c037218111d2211_best.jpg,"Handsome floral medallions detail a richly hued tie that elegantly complements any ensemble. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1603,465301712,125.0,Etro Silk Bow Tie,1146,Etro,http://bim.shopstyle.com/pim/40/d6/40d6005d78ac76985ad8dfca766f9a13_best.jpg,"A playful pattern peps up a handsome silk-woven adjustable bow tie crafted in Italy. <ul> <li>2"" width.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Etro; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1604,429643556,85.0,Vineyard Vines 'Golf Clubs' Silk Tie,2211,Vineyard Vines,http://bim.shopstyle.com/pim/b4/51/b4516afa9d6d7fd5001ea7e465507e6f_best.jpg,"Crossed golf clubs style a fun, preppy tie handmade from silk in the USA. <ul> <li>3 1/2"" width; 58"" length.</li> <li>Silk; dry clean.</li> <li>By Vineyard Vines; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1606,453035198,49.5,Michael Kors Woven Silk Tie,391,Michael Kors,http://bim.shopstyle.com/pim/4f/df/4fdfbbcdd328ecdb9541703029f1b67b_best.jpg,"A tasteful texture marks a versatile tie cut from pure silk. <ul> <li>3"" regular width; 60"" length.</li> <li>3 1/2"" x-long width; 64"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1607,457288477,95.0,Ted Baker London Woven Silk Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/d5/aa/d5aa9b305f1447ceba7a948ae1363222_best.jpg,"Embroidered medallions lend geometric flair to a lustrous silk tie. <ul> <li>3 1/2"" width; 59"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1608,459272708,190.0,Salvatore Ferragamo Dog Print Silk Tie,1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/b5/bf/b5bfa1d687fc7619d7e55d98c66d8f80_best.jpg,"Playful pups mark a fun tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Salvatore Ferragamo; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1609,464067359,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/bb/3c/bb3c758a6fbb16a7c66b44651f58c265_best.jpg,"A pure silk tie with a tightly woven grid pattern makes a handsome addition to workwear attire. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1610,465397113,125.0,Etro Silk Bow Tie,1146,Etro,http://bim.shopstyle.com/pim/9a/37/9a377ef4b768176771b0b71cc2086201_best.jpg,"Playful seahorses pattern a silk-woven adjustable bow tie crafted in Italy. <ul> <li>2"" width.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Etro; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1611,465397117,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/ae/a1/aea123c18cc89abc5ffcdaf3aaa52aca_best.jpg,"Classic stripes refine a handsome silk tie featuring a lustrous finish. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1613,443934436,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/bc/d9/bcd9554dcec17971573b23f34d818397_best.jpg,"A tight dot-and-box grid marks a handsome tie cut from pure silk. <ul> <li>3 1/4"" width; 58"" regular length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1615,465024726,59.5,Ted Baker London Silk Bow Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/d2/9a/d29a84dae85a32d54928c1ec077fc14f_best.jpg,Rich paisley patterns a bold bow tie cut from pure silk. <ul> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>,Nordstrom,_paisley,_silk,False
1616,465024929,59.5,Ted Baker London Silk Bow Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/99/13/991355378aadef0d7fd15bea29e919b4_best.jpg,Bright and colorful plaid patterns a vibrant bow tie cut from pure silk. <ul> <li>Untied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA of imported fabric.</li> <li>Men's Furnishings.</li> </ul>,Nordstrom,_plaid,_silk,False
1618,441245588,49.5,Nordstrom Woven Silk Tie,427,Nordstrom,http://bim.shopstyle.com/pim/85/8a/858a941590b340c6d1ae244a41283224_best.jpg,"A tonal grid adds texture to a handsome tie made in America from pure silk. <ul> <li>3 1/2"" width; 58 1/2"" regular length; 63"" x-long length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1619,464068996,150.0,Valentino Woven Silk Tie,2188,Valentino,http://bim.shopstyle.com/pim/a0/89/a089f1dec12e3696c7c1dade712baa7e_best.jpg,"Lustrous camo patterns a contemporary Italian tie woven in pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Valentino; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1621,465397146,125.0,Etro Paisley Silk Bow Tie,1146,Etro,http://bim.shopstyle.com/pim/7c/52/7c5246e69c1c33f329b3b8a6ffab71b4_best.jpg,"A bold paisley patterns a handsome, silk-woven bow tie fitted with an adjustable neck strap. <ul> <li>2"" width.</li> <li>Adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Etro; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,_paisley,_silk,False
1623,455468542,190.0,Etro Woven Silk Tie,1146,Etro,http://bim.shopstyle.com/pim/98/7b/987b25e2c8b11f54292b388606688b11_best.jpg,"A dashing paisley design decorates a classic silk-woven, Italian-crafted tie with impeccable style. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Etro; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,_paisley,_silk,False
1624,459739979,22.5,Nordstrom Silk Bow Tie (Big Boys),427,Nordstrom,http://bim.shopstyle.com/pim/f6/ce/f6cec53811b2dd21c6f64c61e31af972_best.jpg,Smart gingham provides a handsome update for a classic silk bow tie. <ul> <li>Pre-tied; adjustable.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Nordstrom; imported.</li> <li>Kids' Wear.</li> </ul>,Nordstrom,unknown,_silk,False
1625,464461169,65.0,Todd Snyder Silk Bow Tie,30953,Todd Snyder,http://bim.shopstyle.com/pim/89/ca/89ca2c5eacb78e90a13b4e17f3fbd171_best.jpg,"Fashioned from pure silk, an American-made bow tie is peppered with nepped yarn for added texture and color. <ul> <li>100% silk.</li> <li>Dry clean.</li> <li>By Todd Snyder; made in the USA of imported materials.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1626,465636957,199.0,Gitman Cummerbund & Bow Tie,0,,http://bim.shopstyle.com/pim/aa/c1/aac1d4845b0822a39a30fe60a02a1fc0_best.jpg,"Smooth silk defines a crisply pleated cummerbund paired with a smart matching bow tie. <ul> <li>Self tie.</li> <li>2 1/4"" bow tie width; 5"" cummerbund width.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Gitman; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1628,462837097,155.0,Etro Woven Silk Tie,1146,Etro,http://bim.shopstyle.com/pim/23/b7/23b7b10c322732da234ebc45931abf54_best.jpg,"Two-tone daisies energize an Italian-crafted tie woven from fine silk. <ul> <li>2 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Etro; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1630,440682847,39.5,Michael Kors Silk Bow Tie,391,Michael Kors,http://bim.shopstyle.com/pim/aa/63/aa637d428d20253fdb3ec5f978e2c78f_best.jpg,Textured stripes elevate a sleek bow tie cut from pure silk. <ul> <li>Untied.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Michael Kors; made in the USA.</li> <li>Men's Furnishings.</li> </ul>,Nordstrom,_striped,_silk,False
1631,456923672,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/10/2b/102b381a78f1aaee666648574c5b4fbd_best.jpg,"Eye-catching medallions add color to a rich tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1632,457163730,155.0,Yves Saint Laurent Beauty Yves Saint Laurent Woven Silk Tie,2263,Yves Saint Laurent,http://bim.shopstyle.com/pim/be/22/be22b844de354ed54bf2110b0238c81c_best.jpg,"Tonal lustrous stripes define a handsome silk tie crafted in France. <ul> <li>2 3/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Yves Saint Laurent; made in France.</li> <li>Men's Designer.</li> </ul>",Nordstrom,_striped,_silk,False
1633,459207402,75.0,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/eb/87/eb87fd0679b97f495233c4a37d8739e1_best.jpg,"Sharp paisley defines a boldly colored tie cut from pure silk. Each tie is handcrafted in Boulder, Colorado, and the ties' interlinings are individually cut on a perfect 45-degree bias, so your tie will always hang symmetrically. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1634,462837123,125.0,Eton Woven Silk Tie,5382,Eton,http://bim.shopstyle.com/pim/d0/d4/d0d45719eefd049b1f0f7bcf42006762_best.jpg,"A geo pattern adds modern panache to a neat silk tie crafted in England. <ul> <li>58"" length; 3"" width.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Eton; made in England.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1637,416007058,190.0,Salvatore Ferragamo Scottie Print Silk Tie,1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/26/67/2667f24e1418e5fb016b07512ac9bf40_best.jpg,"Geometric Scottie dogs style a fun, handsome tie crafted in Italy from pure silk. <ul> <li>3"" width; 57 1/2"" length.</li> <li>100% silk; dry clean.</li> <li>By Salvatore Ferragamo; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
1639,454827813,155.0,Canali Stripe Woven Silk Tie,891,Canali,http://bim.shopstyle.com/pim/57/31/57316756f0c8c55207d70738e92c73f5_best.jpg,"Canali's guiding principle that true elegance lies in the details is evident in the expert construction of a richly colored tie cut from Italian silk and patterned in smart stripes. <ul> <li>3 1/2"" width; 56 1/2"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Canali; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
1640,455523299,95.0,Ted Baker London Woven Silk Tie,2098,Ted Baker,http://bim.shopstyle.com/pim/fc/a5/fca5a1c5733997062c7270ec2a05325e_best.jpg,"Vibrant paisley marks an eye-catching tie cut from pure silk. <ul> <li>3"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Ted Baker London; made in the USA.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_paisley,_silk,False
1641,457163739,155.0,Yves Saint Laurent Beauty Yves Saint Laurent Woven Silk Tie,2263,Yves Saint Laurent,http://bim.shopstyle.com/pim/a0/1d/a01d7fa7b690685eca2a90958a89321b_best.jpg,"A diagonal grid of Y's, S's and L's updates a lustrous silk tie crafted in France. <ul> <li>3 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Yves Saint Laurent; made in France.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
1642,461649973,79.5,J.Z. Richards Woven Silk Tie,0,,http://bim.shopstyle.com/pim/f7/c2/f7c216186b816559b9935e29a399318f_best.jpg,A tight geometric grid marks a rich tie cut from pure silk. <ul> <li>100% silk.</li> <li>Dry clean.</li> <li>By J.Z. Richards; made in the USA.</li> <li>Men's Furnishings.</li> </ul>,Nordstrom,unknown,_silk,False
